Name,Visitor Clicks,Total Clicks,Bounce Rate
seedsofchange,0,1,1.0
ultrabeauty,0,2,1.0
luaupartyplace,0,1,1.0
xboxlive,0,2,1.0
forcesleep,0,1,1.0
tmart,2,6,0.667
ticketfly,0,1,1.0
familymemoriestodvd,0,1,1.0
gamecoins,0,1,1.0
durok,0,1,1.0
duplication,0,1,1.0
spicejet,0,1,1.0
parazul,0,2,1.0
constplay,0,1,1.0
easternleaf,0,1,1.0
fineprint,0,1,1.0
ottawa,0,2,1.0
mytoybox,0,1,1.0
essentiallymi,0,1,1.0
babysupermall,0,4,1.0
scrubly,0,1,1.0
discountcosmeticoutlet,0,1,1.0
spectrumlogo,0,1,1.0
xmradio,0,46,1.0
autosurfersonly,0,1,1.0
lullabuy,0,1,1.0
beanproducts,0,1,1.0
glamcandyshop,0,1,1.0
alimacosmetics,0,1,1.0
mydomain,0,2,1.0
barfflyers,0,2,1.0
3sx,0,1,1.0
donnakaranhome,0,1,1.0
complyfoam,1,2,0.5
osh,0,1,1.0
beautyatskindeep,0,1,1.0
shopbarska,0,2,1.0
wsaztv,0,1,1.0
lncollections,0,1,1.0
gyration,0,1,1.0
shoppingtime,0,1,1.0
fondantsource,0,1,1.0
providentmetals,0,1,1.0
osf,0,1,1.0
watchismo,0,2,1.0
hermitagelighting,0,1,1.0
milliondollarwiki,0,1,1.0
skavenger,0,1,1.0
evvive,0,1,1.0
lasershielddirect,0,1,1.0
jessicasimpson,0,3,1.0
csnmirrors,0,1,1.0
oldnavy,128,381,0.664
myspashop,0,2,1.0
richmancashmere,0,1,1.0
innopocket,0,1,1.0
electrickid,0,1,1.0
peachtree,0,1,1.0
kregelpublications,0,1,1.0
rabbitair,0,1,1.0
mcleodnetonline,0,1,1.0
drivemint,0,1,1.0
chicksaddlery,0,1,1.0
audials,1,4,0.75
tictacphoto,0,1,1.0
batesfootwear,1,1,0.0
boydsgunstocks,0,1,1.0
bookcloseouts,0,2,1.0
somethingsexyplanet,0,1,1.0
happyfamilyshop,0,1,1.0
growingcooks,0,1,1.0
libraccio,0,1,1.0
livetechonline,0,1,1.0
overstock,23,204,0.887
kaysnaturals,0,4,1.0
lventre,0,1,1.0
copartusa,0,3,1.0
voguefabricsstore,0,1,1.0
chevys,4,13,0.692
theparkingspot,1,9,0.889
sandists,0,1,1.0
jules,0,1,1.0
offroadwarehouse,0,1,1.0
dvderotik,0,1,1.0
iloveflirt,0,1,1.0
subway,0,18,1.0
preparedpantry,0,2,1.0
diversifiedshowcase,0,1,1.0
jodilewiscollection,0,1,1.0
invino,0,1,1.0
shortyusa,0,4,1.0
shopgen,0,1,1.0
goodluckbuy,0,1,1.0
elephantbar,0,2,1.0
cirillas,0,1,1.0
vazzer,0,1,1.0
drysdales,0,5,1.0
jenniferhowellphotos,0,1,1.0
jerichospa,0,1,1.0
timex,0,1,1.0
obertoshopping,0,1,1.0
becobabycarrier,0,2,1.0
xdoos,0,1,1.0
cardsandpockets,0,1,1.0
domainmfg,0,1,1.0
kerdowney,0,1,1.0
schedulicity,0,1,1.0
nypizzeria,1,1,0.0
directlabs,0,5,1.0
splashcarwashes,1,1,0.0
lazymansmillions,0,1,1.0
mountainmikes,1,5,0.8
hotref,0,1,1.0
sixpack,0,2,1.0
kettlefoods,0,1,1.0
lionscopetproducs,0,1,1.0
brooksbrothers,5,23,0.783
cheapsocialfans,0,1,1.0
solidsignal,0,5,1.0
ignah,0,1,1.0
diamondbackbatt,0,1,1.0
raunchyrepublic,0,1,1.0
companykids,0,1,1.0
oldies,0,1,1.0
grandparents,0,1,1.0
marketingprofs,0,1,1.0
katiediamondjewelry,0,1,1.0
mothergoosetime,0,1,1.0
gladys,0,1,1.0
americinn,0,2,1.0
cheapcarribbean,0,1,1.0
ebgames,0,3,1.0
lorisdesignershoes,0,1,1.0
laithwaites,0,7,1.0
topnotchgiftshop,0,1,1.0
marimekkowashingtondc,0,1,1.0
smartpak,0,1,1.0
greenumbrella,0,1,1.0
aliibeachrentals,0,2,1.0
wesellit,0,1,1.0
peternorthdvd,0,2,1.0
morepowerracing,0,1,1.0
fortuneweddingfavors,0,1,1.0
spencersonlne,0,2,1.0
obghosting,0,1,1.0
avahost,0,2,1.0
shopbabytrends,1,1,0.0
elinens,0,1,1.0
emailserving,0,1,1.0
whcc,0,1,1.0
americanblinds,0,6,1.0
therealreal,0,1,1.0
splashsupercenter,0,1,1.0
glassesunlimited,1,2,0.5
replacementremotes,1,1,0.0
longevitywarehouse,0,1,1.0
caron,0,1,1.0
homeandpatiodirect,0,1,1.0
napastyloe,0,1,1.0
deltaco,1,3,0.667
mmoga,0,1,1.0
holabirdsports,0,7,1.0
tickettoaster,1,1,0.0
greatskin,0,1,1.0
designyourowncard,0,1,1.0
lenox,0,5,1.0
smileonmymac,1,2,0.5
impulsegaming,0,3,1.0
nickelodeon,0,1,1.0
dreamlink,0,1,1.0
spriproducts,0,2,1.0
acecashexpress,0,1,1.0
nicolereid,0,1,1.0
toywiz,1,4,0.75
purpleprosaic,0,2,1.0
rollergirlskates,0,1,1.0
everlastwomens,0,3,1.0
oreilly,1,4,0.75
signatureminerals,0,2,1.0
limoges,0,1,1.0
mobideco,0,1,1.0
govolo,0,1,1.0
allivet,0,2,1.0
kewlcakes,0,1,1.0
trinityconsultants,0,1,1.0
didis,0,3,1.0
prepsportswear,0,1,1.0
airsoftmegastore,1,7,0.857
cityweekly,0,1,1.0
gbhost,0,1,1.0
redvector,0,1,1.0
armynavyshop,1,2,0.5
logos,3,6,0.5
centreisland,0,1,1.0
usarmorment,1,2,0.5
newdentalchoice,0,1,1.0
stackideas,0,1,1.0
shutterstock,2,4,0.5
yuvakerala,0,1,1.0
nitrorcx,1,7,0.857
theweddingoutlet,0,1,1.0
fabricguru,0,1,1.0
mahardrygood,0,1,1.0
troybuilt,0,3,1.0
moriluggage,0,2,1.0
shadesaver,0,1,1.0
fandango,10,22,0.545
caribbeancharm,0,1,1.0
stockroom,0,2,1.0
kinziescloset,0,1,1.0
earthlovershopping,0,1,1.0
shopkomen,0,1,1.0
darvex,0,1,1.0
socialpaintball,0,1,1.0
kanacca,0,1,1.0
nascar,1,3,0.667
emergencyoptions,0,1,1.0
toesox,0,1,1.0
freshseafood,0,1,1.0
cabelassportinggoods,0,2,1.0
bluetechnologysolutions,0,1,1.0
miracledrywash,0,1,1.0
projectfork,0,1,1.0
buyersedge,0,1,1.0
lulas,0,2,1.0
mailjet,0,2,1.0
safeeyes,0,4,1.0
gamekazee,0,1,1.0
eshopmegastore,0,1,1.0
beachpalooza,0,1,1.0
cvsphoto,5,30,0.833
vancouver,0,3,1.0
mrwino,0,1,1.0
disneymovierewards,2,6,0.667
apertureexpert,0,1,1.0
bestnamebadge,0,1,1.0
snapdeal,0,2,1.0
bluecotton,0,5,1.0
flexfit,0,1,1.0
shoostore,0,1,1.0
teavana,2,10,0.8
cocomatsnmore,0,1,1.0
hankypanky,2,6,0.667
tealuxe,0,1,1.0
redhotkitten,0,1,1.0
andysairplanes,0,1,1.0
clubthings,0,1,1.0
collectionsetc,1,5,0.8
vertigoproductions,0,1,1.0
biggsandfeather,0,1,1.0
dove,0,2,1.0
velogear,0,1,1.0
lids,10,24,0.583
thejapanshop,0,1,1.0
omahasteaks,7,10,0.3
sx,0,12,1.0
greatwolf,0,27,1.0
poshbytori,0,1,1.0
createsticksandstones,0,1,1.0
laptoplunches,0,3,1.0
mango,0,1,1.0
noblepack,0,1,1.0
thebluestarbazaar,0,2,1.0
vickerey,0,1,1.0
sf,0,1,1.0
dyi,0,1,1.0
optifast,0,2,1.0
newtonclothiers,0,1,1.0
shopnewbalance,3,10,0.7
ussoccerstore,0,1,1.0
anacondasports,1,2,0.5
eastbay,29,100,0.71
sddfilms,1,1,0.0
hiring,0,1,1.0
kt8merch,0,1,1.0
motorcityautoparts,0,1,1.0
petuniapicklebottom,0,5,1.0
wildyx,0,2,1.0
engraveyourbook,0,1,1.0
uwyobookstore,0,1,1.0
stonewallkitchen,0,1,1.0
superiorcarseats,0,1,1.0
iwawine,0,1,1.0
canyoncreeksoapcompany,0,2,1.0
oakley,1,3,0.667
stevesblindsandwallpaper,0,3,1.0
511tacticaldirect,0,1,1.0
avis,8,24,0.667
flyporter,1,20,0.95
myluci,0,1,1.0
autogeek,0,5,1.0
people2people,0,1,1.0
birkenstockcentral,0,1,1.0
odnoklassniki,0,3,1.0
avasflowers,0,2,1.0
inkydinktees,0,1,1.0
pchopper,0,2,1.0
slydial,0,3,1.0
thalia,0,1,1.0
orsracksdirect,0,5,1.0
kaliamobile,0,1,1.0
dexnewyork,0,1,1.0
xsportsprotective,0,1,1.0
latestbuy,0,2,1.0
instockkitchens,0,1,1.0
clutterdiet,0,1,1.0
nugrohairproducts,0,1,1.0
lgolfnovaithwaites,0,1,1.0
sacbee,1,2,0.5
hancock,0,1,1.0
lalanatural,0,1,1.0
savethetatas,0,1,1.0
bowling,1,4,0.75
wuala,1,2,0.5
roaste,0,1,1.0
imarketcity,0,2,1.0
departmentofgoods,1,5,0.8
handmedownfundraiser,0,1,1.0
cigarbid,0,2,1.0
touchofclass,0,2,1.0
virginamerica,7,27,0.741
alpinezipline,0,1,1.0
12vpn,0,1,1.0
homedecoratoroutlet,0,1,1.0
cric7,0,1,1.0
truckchamp,0,1,1.0
woodcraft,0,4,1.0
bobparksauction,0,1,1.0
redeemhere,0,1,1.0
beachbody,0,1,1.0
chalktalksports,0,2,1.0
stuff4sewing,0,1,1.0
astros,0,2,1.0
mhvillage,0,1,1.0
canvas,3,14,0.786
yummyweb,0,2,1.0
travelinsurancedirect,0,2,1.0
ful,0,1,1.0
loclly,0,2,1.0
hojoanaheim,0,1,1.0
sewinginusa,0,1,1.0
nigromancia,0,1,1.0
visahq,0,1,1.0
baltimoreravens,0,1,1.0
intermix,0,2,1.0
nursingangel,0,1,1.0
dvider,0,1,1.0
internet,0,3,1.0
phionbalance,0,1,1.0
hanzic,0,1,1.0
getyubo,0,2,1.0
angelwisdomreadings,0,1,1.0
theshoppingmama,0,1,1.0
dodgers,0,2,1.0
styleaddiction,0,2,1.0
giftcentral,0,1,1.0
redheart,0,2,1.0
bluedogink,0,3,1.0
highsmith,0,1,1.0
hobbysetcohio,0,1,1.0
electriqueboutique,0,5,1.0
prevagen,2,2,0.0
simplybabyfurniture,0,1,1.0
yourcablestore,1,2,0.5
bookit,3,12,0.75
anoox,0,1,1.0
wherehouse,0,1,1.0
training,0,1,1.0
missbellydance,0,1,1.0
pishposhbaby,0,1,1.0
shopforbridaldirect,1,2,0.5
jumpingenie,0,1,1.0
miamimetals,0,1,1.0
punk,1,4,0.75
ostrich,0,1,1.0
silhouettes,0,4,1.0
thewirelesscatalog,0,2,1.0
mylifestylefitness,0,3,1.0
intuition,0,1,1.0
westwindproductions,0,1,1.0
scribblemonger,0,1,1.0
namemaker,0,2,1.0
essentialdermcare,0,3,1.0
kozypalcartcovers,0,2,1.0
icandywrap,0,2,1.0
carolwrightgifts,2,4,0.5
hairbowprincess,0,1,1.0
joomlaads,0,1,1.0
magnifyhost,0,1,1.0
wirelessoemshop,0,1,1.0
etrade,0,2,1.0
littlekeepsakes,0,1,1.0
katzeyeoptics,0,1,1.0
zonealarm,1,1,0.0
neatco,1,6,0.833
connectbyhertz,0,1,1.0
shawfest,0,1,1.0
sunrisecyclery,0,1,1.0
championusa,3,4,0.25
hobbypartz,0,4,1.0
aaatoner,0,1,1.0
higdonpens,0,1,1.0
habbohotel,0,2,1.0
dvdnextcopyiturns,0,1,1.0
citm,0,1,1.0
netservicecompany,0,1,1.0
mountaincow,0,1,1.0
conns,0,4,1.0
mngshop,0,1,1.0
drugstore,15,154,0.903
williamsburgmarketplace,0,2,1.0
mjrsales,0,4,1.0
splish,0,2,1.0
chicaloka,0,1,1.0
browsepornstars,0,1,1.0
happymeal,0,2,1.0
fittedcity,0,1,1.0
natureday,0,3,1.0
mywines,0,1,1.0
yellowmug,0,1,1.0
gamepacks,0,1,1.0
mrsfields,0,1,1.0
dressbarn,0,4,1.0
cafebritt,0,2,1.0
tiresplus,0,4,1.0
honeyhandycraft,0,1,1.0
justgamedemos,0,1,1.0
malmseys,0,1,1.0
michellestreasures,0,1,1.0
greatscope,0,1,1.0
greennationgardens,0,1,1.0
thatsmypan,0,2,1.0
kirksfolly,0,2,1.0
carsondellosa,1,1,0.0
citypass,1,1,0.0
11thstreetcoffee,1,4,0.75
ymijeans,0,1,1.0
goindigo,0,1,1.0
devconnections,0,1,1.0
moustacheclothing,0,1,1.0
figure8maternity,0,3,1.0
axiontech,0,1,1.0
elofsson,0,1,1.0
shoptwine,0,1,1.0
windowsazurepass,0,1,1.0
scuba,0,1,1.0
spiceworld420,0,1,1.0
lightingtheweb,0,1,1.0
cantonlions,0,1,1.0
stadiumflowers,0,2,1.0
parking,0,2,1.0
greyhound,18,54,0.667
sousvidesupreme,0,1,1.0
pictureme,0,3,1.0
prolighting,0,3,1.0
kcandcompany,0,1,1.0
scentsy,1,8,0.875
clarisonic,1,4,0.75
hitseller,0,1,1.0
homodvd,0,1,1.0
tripres,0,3,1.0
mobhits,0,1,1.0
thebumpbabyshop,0,1,1.0
outdoorbunker,0,2,1.0
southpointcasino,1,3,0.667
valuepetsupplies,0,4,1.0
infordesk,0,1,1.0
bonktown,0,1,1.0
justlive,0,1,1.0
iscootdecals,0,1,1.0
lightingcatalog,1,1,0.0
builtinvacuum,0,1,1.0
clickshades,0,1,1.0
kurtgeiger,0,2,1.0
nebs,0,1,1.0
maggianos,4,9,0.556
fireandfinesse,0,1,1.0
ckff,0,1,1.0
lovelynails,0,1,1.0
stikkitnow,0,2,1.0
leinie,0,1,1.0
chinafurnitureonline,0,2,1.0
homeatsea,0,1,1.0
themotorbookstore,0,1,1.0
gdata,0,1,1.0
glutensolutions,0,1,1.0
totalimmersion,0,1,1.0
guttersupply,0,2,1.0
nhlshop,0,1,1.0
skinid,1,16,0.938
rudeez,0,1,1.0
nextdayblinds,0,2,1.0
icronex,0,1,1.0
normthompson,0,2,1.0
everlast,1,1,0.0
growerssolution,0,1,1.0
tulipworld,1,1,0.0
voipo,0,2,1.0
dusio,0,1,1.0
grabaperch,0,2,1.0
photocite,0,1,1.0
4armedforces,0,1,1.0
hitechcloseout,0,1,1.0
our365,0,5,1.0
mckenziebooks,0,2,1.0
shoezoo,0,5,1.0
tackledirect,0,1,1.0
bestdealmagazine,0,3,1.0
jtt,0,1,1.0
kathydavis,0,1,1.0
brilliantearth,0,1,1.0
myluxurymattress,0,1,1.0
herroom,1,3,0.667
allheart,2,17,0.882
kfcsocal,0,1,1.0
bookcasesgalore,0,1,1.0
suprafootwear,0,3,1.0
factoryoutletstore,0,1,1.0
bloomcosmetics,0,1,1.0
hidnation,1,4,0.75
jinglejugs,0,1,1.0
thevits,0,1,1.0
jakprints,0,2,1.0
ithemes,0,1,1.0
mycubanstore,0,3,1.0
ikitchen,0,2,1.0
freegamesbuzz,0,1,1.0
proshop,0,4,1.0
elitecarseats,0,1,1.0
sensorycraver,0,1,1.0
walkerswarehouse,1,3,0.667
costumekingdom,0,1,1.0
paknak,0,3,1.0
bargaincell,0,2,1.0
evertythingtrini,0,2,1.0
blinds,0,5,1.0
pinkberry,0,8,1.0
carolina,0,2,1.0
davincigourmet,1,3,0.667
wirefly,3,7,0.571
bikersden,0,1,1.0
beatles,0,1,1.0
cranmore,0,1,1.0
haircareproductsdirect,0,2,1.0
geardiary,0,1,1.0
magneticsoft,0,1,1.0
bustedtees,0,1,1.0
mothersboutique,0,1,1.0
airsoftpost,0,5,1.0
outlet,0,12,1.0
davidmeister,1,1,0.0
goibibo,0,1,1.0
mysportsdecor,0,1,1.0
igigi,0,2,1.0
fatzcafe,0,1,1.0
theonion,0,1,1.0
mrmovietimes,0,1,1.0
bellydancematernity,0,1,1.0
northcountrycottage,0,1,1.0
crazy8,4,36,0.889
kristengrace,0,1,1.0
made2own,0,1,1.0
soldiercity,0,1,1.0
existencenexus,0,1,1.0
diamondcandles,1,2,0.5
supporthosestore,0,1,1.0
fashionscarvesandshawls,0,2,1.0
shopopt,0,3,1.0
znaturalfoods,0,1,1.0
homeseer,0,1,1.0
getmefashion,0,1,1.0
ononesoftware,0,1,1.0
mabel,1,6,0.833
espn,0,12,1.0
belmontnh,0,1,1.0
dogwoodlondon,0,1,1.0
discmakers,0,1,1.0
lucyann,0,1,1.0
carhartt,0,5,1.0
pulju,0,1,1.0
miamiherald,1,1,0.0
mediocoreclothing,0,1,1.0
josephinesfashionboutique,0,1,1.0
skinrxclinic,0,1,1.0
panthers,0,3,1.0
micwell,1,2,0.5
iamplify,0,1,1.0
sites,0,5,1.0
texascharmbathandcandleco,0,3,1.0
webkinz,0,3,1.0
organicindiausa,0,2,1.0
futurefashionista,0,1,1.0
ipwr,0,1,1.0
ecigbestsave,0,1,1.0
thestampmaker,0,2,1.0
magicgeek,0,1,1.0
mywebessentials,0,1,1.0
nomorenakedpopcorn,0,1,1.0
directgamekeys,0,2,1.0
thenewportgym,0,1,1.0
moneysaveronline,0,1,1.0
friendlyclinic,1,3,0.667
scsk8,0,1,1.0
breastpumps,0,1,1.0
naturessheabutter,0,2,1.0
alpacaunlimited,0,1,1.0
mailorder2go,0,1,1.0
phoenixlogin,0,1,1.0
magickidsusa,0,1,1.0
filmcaribe,0,1,1.0
pantaloon,0,2,1.0
jumpsport,0,1,1.0
wholesalemopar,0,1,1.0
ultimatestarwarscostumes,0,1,1.0
800soaring,0,1,1.0
jcpbuy,0,1,1.0
mycreativeprint,0,1,1.0
naughtymadam,0,1,1.0
parinc,0,1,1.0
usedsewing,0,1,1.0
tyedieusa,0,2,1.0
burlingtoncoatfactory,15,30,0.5
flipny,0,1,1.0
mmmiata,0,1,1.0
bosfcpug,0,2,1.0
artisticchecks,1,4,0.75
techitoutuk,0,1,1.0
garrettspecialties,0,2,1.0
msmkerala,0,1,1.0
thecollegeshack,0,1,1.0
anthropologie,0,14,1.0
arcsoft,0,1,1.0
photo2,0,2,1.0
thstore,0,1,1.0
basicisp,0,1,1.0
checkcrafters,1,1,0.0
manhattanlxlimo,0,1,1.0
rachaeluk,0,1,1.0
myspringshoes,6,9,0.333
glitzetal,0,1,1.0
captainjackcasino,0,1,1.0
funkychunkyinc,0,1,1.0
saltlakeexpress,0,1,1.0
kazusa,0,1,1.0
prescriptives,1,5,0.8
iwebfusion,0,1,1.0
lensnow,0,1,1.0
healthypetoasis,0,1,1.0
inkjetcartridge,1,1,0.0
suzyshier,1,2,0.5
ohbaby,0,1,1.0
mustangseats,0,1,1.0
gwhite,0,1,1.0
weddingmountain,2,3,0.333
endofthepipe,0,1,1.0
powersport,0,1,1.0
thepeanutshell,0,1,1.0
worldofbears,0,1,1.0
heliopromo,0,1,1.0
wynnlasvegas,2,10,0.8
valentineperfume,0,1,1.0
levelupgames,0,1,1.0
patchouligarden,0,2,1.0
platoscloset,1,3,0.667
mineralessence,0,1,1.0
uniondiamond,0,1,1.0
snowboardconnection,1,3,0.667
kimmariedesigns,0,1,1.0
photos,2,8,0.75
realactionpaintball,0,2,1.0
tonygpoker,0,1,1.0
gish,0,1,1.0
cdrdvdrmedia,0,2,1.0
eyecandylens,0,1,1.0
teleflora,3,16,0.813
internationaldrugmart,0,1,1.0
favorsbylisa,0,1,1.0
freshbodymarket,0,1,1.0
mexicaliblues,0,1,1.0
mobilewaitersorlando,2,3,0.333
purebeauty,0,2,1.0
threadart,1,2,0.5
tigerairways,0,1,1.0
prosportsmemorabilia,0,1,1.0
tidemarkpress,0,2,1.0
interiorexpress,0,1,1.0
citysports,0,4,1.0
getawaytoday,1,7,0.857
pigeonchat,0,1,1.0
exercisetv,0,1,1.0
yaffadreams,0,1,1.0
nbsmokehouse,0,1,1.0
netriver,0,1,1.0
cirtexhosting,0,1,1.0
snapfitness,0,3,1.0
bodyjewelrysource,3,3,0.0
hawthorn,1,1,0.0
faketv,0,1,1.0
myntra,0,2,1.0
whitakerbrothers,0,1,1.0
crsmithmuseum,0,2,1.0
konasports,0,1,1.0
vivre,0,1,1.0
birdieball,0,2,1.0
mainserv,0,1,1.0
maximizedliving,0,1,1.0
kidzkupboard,0,1,1.0
ebillme,0,1,1.0
zumiez,9,34,0.735
darttree,0,1,1.0
jrwatkins,0,1,1.0
mysilverstyles,0,1,1.0
shopmapel,0,1,1.0
k2k,0,1,1.0
hairfeather,0,1,1.0
rysys,0,1,1.0
hostgatorcoupons,0,1,1.0
arkclothing,0,2,1.0
expressfashions,0,1,1.0
sterling,0,1,1.0
soundfeet,0,2,1.0
biggerbooks,0,3,1.0
flexbyte,0,1,1.0
jonathanadler,0,2,1.0
austinreed,0,1,1.0
nononsense,0,4,1.0
insuede,0,1,1.0
jeep4x4center,1,5,0.8
jcw,0,1,1.0
ledguy,0,1,1.0
architecturaldepot,0,2,1.0
dogwise,0,2,1.0
jakespilotshop,0,1,1.0
rungreen,0,3,1.0
gomamagodesigns,0,1,1.0
performancetruckproducts,0,1,1.0
tums,0,1,1.0
mtgfanatic,0,1,1.0
playspan,4,4,0.0
larkinandcatcher,0,1,1.0
menscloset,0,1,1.0
macgamestore,0,2,1.0
potentialsunlimited,0,1,1.0
hancockfabric,0,1,1.0
ultradiamonds,0,1,1.0
sockdreams,0,2,1.0
giveashare,0,1,1.0
wesitechnology,0,1,1.0
forsmallhands,0,1,1.0
curtainworks,0,3,1.0
fanniemae,0,3,1.0
iconsushi,0,1,1.0
earthsbest,0,4,1.0
joecorbisdirect,0,1,1.0
lovesac,0,4,1.0
powerfinders,0,1,1.0
ultraedit,0,1,1.0
eharlequin,0,6,1.0
jordanmarie,0,1,1.0
midwayusa,11,34,0.676
mytraffichits,0,1,1.0
countmehealthyjewelry,0,1,1.0
airsoftrc,0,1,1.0
corpkit,0,2,1.0
kostizi,0,2,1.0
fanniemay,0,5,1.0
babygap,2,5,0.6
promosontime,0,1,1.0
splashdata,0,4,1.0
fleurtygirl,0,1,1.0
esprit,0,3,1.0
mathnkids,0,1,1.0
eathalo,0,1,1.0
uncommongoods,0,10,1.0
dicks,0,1,1.0
auntieannes,0,1,1.0
customdynamics,0,2,1.0
bonobospants,0,1,1.0
prophotoblogs,0,1,1.0
blendtec,0,1,1.0
jenniferzeuner,0,1,1.0
ballyslasvegas,0,1,1.0
allbrandsglasses,0,1,1.0
guitarsend,0,1,1.0
dungarees,0,4,1.0
shoeandfootcare,1,2,0.5
scentiments,0,2,1.0
cyberphoto,0,1,1.0
adultdatelink,0,1,1.0
cheshireeast,0,1,1.0
authenticbagsforless,0,1,1.0
acronyms,0,12,1.0
frockyou,0,1,1.0
weathertech,1,6,0.833
usadapter,0,2,1.0
loop18,0,1,1.0
fusednetwork,0,1,1.0
mightyleaftea,0,2,1.0
pamelatopping,0,1,1.0
embassysuiteschicago,0,2,1.0
edenvale,0,1,1.0
facialcash,0,1,1.0
thehairbowcompany,0,2,1.0
davismicro,2,2,0.0
alibris,2,19,0.895
namestoredirect,0,1,1.0
andticketing,0,2,1.0
kingtray,0,1,1.0
slackbooks,0,2,1.0
coxmoviecoupon,1,2,0.5
huntingtontheatre,0,1,1.0
blretail,0,1,1.0
homeherb,0,1,1.0
hisocietyds,0,1,1.0
armynavydeals,0,1,1.0
4focusgraphics,0,1,1.0
decaljunky,0,1,1.0
ralphlauren,12,39,0.692
hondapartsdeals,1,5,0.8
exclusivefits,0,1,1.0
foodtown,0,1,1.0
kolo,0,3,1.0
alecyce,0,1,1.0
gocrmsoftware,0,1,1.0
esthersnc,0,2,1.0
hojo,0,6,1.0
giantnerd,0,1,1.0
customink,0,1,1.0
enterpriserentacar,3,6,0.5
wendys,2,12,0.833
jrrshop,0,3,1.0
shiana,0,1,1.0
freewhitener,0,1,1.0
subaruparts,0,1,1.0
johnmasters,0,2,1.0
ddo,0,2,1.0
sendflowers,1,1,0.0
hopedepot,0,1,1.0
shoplissa,0,1,1.0
harmonfacevalues,0,1,1.0
streetbeatcustoms,0,1,1.0
ufcstore,0,2,1.0
megadox,0,2,1.0
backcountryedge,1,3,0.667
letsbuy,1,2,0.5
poshabyebaby,0,2,1.0
readingglasses,0,1,1.0
shopbyog,0,2,1.0
kaleidesprout,0,1,1.0
twloha,0,1,1.0
maplestory,1,3,0.667
knifecenter,0,3,1.0
bulkfriends,0,1,1.0
seedtofeed,0,1,1.0
saksfifthavenue,4,20,0.8
hailmerry,0,1,1.0
multicamserver,0,1,1.0
ultimatediscstore,0,1,1.0
origins,4,17,0.765
makemeabasicwebsite,0,1,1.0
kirnazabete,0,1,1.0
glamlist,0,2,1.0
mtgotraders,1,1,0.0
arcadianlighting,0,1,1.0
familyfinds,0,1,1.0
cutcardstock,0,1,1.0
wow7gold,0,1,1.0
brazzers,1,3,0.667
brownpapertickets,0,4,1.0
toolrage,0,1,1.0
addons,0,1,1.0
onestepahead,2,20,0.9
awesomebreasts,0,1,1.0
dilettante,0,1,1.0
capitalhomeshow,1,1,0.0
writeexpress,0,1,1.0
headsets,0,2,1.0
myronjewelry,0,1,1.0
hotslings,0,1,1.0
viapin,0,1,1.0
bjs,0,8,1.0
monergismbooks,0,1,1.0
free1600microsoftpoints,0,1,1.0
myandcompany,0,1,1.0
designskins,0,2,1.0
jebeauint,0,1,1.0
theplanet,0,1,1.0
findlegalforms,0,1,1.0
machighway,0,2,1.0
notjustdessert,0,1,1.0
philadelphia,0,3,1.0
bouyguestelecom,0,2,1.0
qualityshells,0,1,1.0
tacobell,0,10,1.0
chefwear,1,6,0.833
minutemanpress,0,1,1.0
puzzlering,1,1,0.0
marketplace,0,1,1.0
cabriniclinic,0,1,1.0
bestwestern,8,15,0.467
enjoyhabbo,0,1,1.0
summithut,0,2,1.0
bigskycountry,0,1,1.0
prettyimpress,0,1,1.0
palmgear,0,1,1.0
domainsextreme,0,1,1.0
prohockeyequipment,0,6,1.0
jerky,0,7,1.0
altenergyfutures,0,1,1.0
kensonparenting,0,2,1.0
greenvalleyranchresort,2,2,0.0
hardcapstore,0,1,1.0
mantis,0,2,1.0
annabellesangels,0,1,1.0
ineedpassion,0,1,1.0
northwestreasures,0,1,1.0
brands4friends,0,1,1.0
lilyslaundryboutique,0,1,1.0
caratlane,0,1,1.0
aa,20,33,0.394
ae,16,104,0.846
ag,0,1,1.0
bankom,0,1,1.0
theclymb,0,4,1.0
aromaland,0,3,1.0
nationready,0,1,1.0
finandroe,0,1,1.0
carithers,0,2,1.0
ap,0,1,1.0
bradfordexchangechecks,1,11,0.909
lowhost,0,1,1.0
chicasandbrides,0,1,1.0
fitnessone,0,2,1.0
bestbabyorganics,2,4,0.5
btosports,1,2,0.5
ccgarmory,0,2,1.0
quickbooks,1,9,0.889
frys,3,9,0.667
carvel,0,1,1.0
myfastbasket,0,2,1.0
moniker,0,2,1.0
novica,0,4,1.0
thevermontcountrystore,0,1,1.0
bcaonline,0,1,1.0
sh3lls,0,1,1.0
hugoboss,0,1,1.0
foyles,0,1,1.0
katespade,4,7,0.429
leanintree,0,1,1.0
backwoodshome,0,1,1.0
spandexworld,0,2,1.0
getmepleasure,0,1,1.0
dionis,0,1,1.0
lazarsluggage,0,1,1.0
rightfitnessandnutrition,0,2,1.0
freshdirrect,0,1,1.0
kiteandwind,0,3,1.0
beachcitybicycles,0,1,1.0
polarnopyretusa,0,4,1.0
oneill,0,1,1.0
truckntow,0,1,1.0
gifts,0,2,1.0
maharajahookah,0,1,1.0
carbonite,3,8,0.625
k2herbstore,0,2,1.0
breathappeal,0,1,1.0
toadsandtulips,0,1,1.0
rogaine,0,2,1.0
cpk,1,13,0.923
halfoffdepot,0,9,1.0
vpsspeed,0,1,1.0
chainreactioncycles,1,2,0.5
writingclasses,0,2,1.0
houseofantiquehardware,0,1,1.0
