Coupon,Num. Of Clicks,Min Time,Min-Clicks,Max Time,Max-Clicks,Mean,Meadian,Std. Dev
S172394,2,07,2,07,2,7.0,7.0,0.0
2740088,1,12,1,12,1,12.0,12.0,0.0
2664178,1,32,1,32,1,32.0,32.0,0.0
S228959,1,01,1,01,1,1.0,1.0,0.0
S170025,1,15,1,15,1,15.0,15.0,0.0
2843051,2,45,1,45,1,42.0,42.5,2.55
S136412,1,22,1,22,1,22.0,22.0,0.0
1766403,1,36,1,36,1,36.0,36.0,0.0
2600298,1,05,1,05,1,5.0,5.0,0.0
2714125,3,10,1,10,1,21.0,25,7.874
2841692,2,39,1,39,1,40.0,40.0,1.0
2757414,1,47,1,47,1,47.0,47.0,0.0
1903980,1,30,1,30,1,30.0,30.0,0.0
1997141,1,57,1,57,1,57.0,57.0,0.0
1819323,1,29,1,29,1,29.0,29.0,0.0
2795855,1,07,1,07,1,7.0,7.0,0.0
2851087,1,35,1,35,1,35.0,35.0,0.0
2042671,1,11,1,11,1,11.0,11.0,0.0
2849197,3,18,1,18,1,15.0,18,5.715
2842289,1,35,1,35,1,35.0,35.0,0.0
1551443,4,19,1,19,1,18.0,18.5,8.155
2825694,10,39,1,42,3,41.0,42.0,13.601
2649930,3,59,3,59,3,59.0,59,0.0
2816778,3,24,1,24,1,23.0,24,17.569
2821709,1,16,1,16,1,16.0,16.0,0.0
2477158,3,32,1,32,1,37.0,39,3.559
2842101,14,11,1,41,2,33.0,39.5,17.431
S137078,1,39,1,39,1,39.0,39.0,0.0
2847024,10,02,1,15,4,22.0,15.0,15.7
2543892,1,47,1,47,1,47.0,47.0,0.0
2636737,1,09,1,09,1,9.0,9.0,0.0
2820519,1,01,1,01,1,1.0,1.0,0.0
S143919,1,08,1,08,1,8.0,8.0,0.0
2848283,6,15,1,15,1,22.0,22.5,10.638
2845413,1,44,1,44,1,44.0,44.0,0.0
1954005,1,15,1,15,1,15.0,15.0,0.0
2744438,1,02,1,02,1,2.0,2.0,0.0
S141460,2,50,1,50,1,36.0,36.5,13.509
2562042,1,19,1,19,1,19.0,19.0,0.0
S140692,1,21,1,21,1,21.0,21.0,0.0
2051712,1,09,1,09,1,9.0,9.0,0.0
1611558,1,55,1,55,1,55.0,55.0,0.0
2794627,4,18,1,18,1,11.0,12.5,6.205
S137696,2,44,2,44,2,44.0,44.0,0.0
1785475,2,23,2,23,2,23.0,23.0,0.0
2787884,1,23,1,23,1,23.0,23.0,0.0
S179611,1,14,1,14,1,14.0,14.0,0.0
2014440,1,27,1,27,1,27.0,27.0,0.0
2743838,1,25,1,25,1,25.0,25.0,0.0
2843927,3,09,1,09,1,35.0,43,18.833
2765912,4,58,1,58,1,45.0,45.0,9.301
2053345,1,48,1,48,1,48.0,48.0,0.0
2816858,48,03,1,14,4,27.0,23.0,15.519
2683356,1,31,1,31,1,31.0,31.0,0.0
2063145,1,53,1,53,1,53.0,53.0,0.0
2800525,1,40,1,40,1,40.0,40.0,0.0
2782683,1,49,1,49,1,49.0,49.0,0.0
2501163,1,03,1,03,1,3.0,3.0,0.0
2744547,1,16,1,16,1,16.0,16.0,0.0
2639717,1,18,1,18,1,18.0,18.0,0.0
1498978,1,21,1,21,1,21.0,21.0,0.0
2786545,4,38,1,39,2,34.0,38.5,7.665
2846747,3,24,1,24,1,10.0,08,10.0
2779531,6,46,1,32,2,25.0,30.0,13.982
2844345,1,29,1,29,1,29.0,29.0,0.0
1966265,2,11,1,11,1,6.0,6.0,5.0
1687476,2,09,1,09,1,23.0,23.5,14.509
2277852,12,02,1,45,2,35.0,39.0,19.598
2789198,1,59,1,59,1,59.0,59.0,0.0
2838435,1,59,1,59,1,59.0,59.0,0.0
1729834,1,04,1,04,1,4.0,4.0,0.0
S147596,1,42,1,42,1,42.0,42.0,0.0
2780731,1,50,1,50,1,50.0,50.0,0.0
1474597,1,15,1,15,1,15.0,15.0,0.0
1327540,1,10,1,10,1,10.0,10.0,0.0
2846687,6,46,1,14,2,31.0,30.5,17.287
2014960,1,47,1,47,1,47.0,47.0,0.0
2850279,2,42,1,42,1,38.0,38.5,3.536
2639218,1,37,1,37,1,37.0,37.0,0.0
2648303,1,21,1,21,1,21.0,21.0,0.0
2086583,1,35,1,35,1,35.0,35.0,0.0
1889569,1,19,1,19,1,19.0,19.0,0.0
1382748,2,22,2,22,2,22.0,22.0,0.0
2666208,1,37,1,37,1,37.0,37.0,0.0
2476841,5,55,1,55,1,32.0,31,22.298
2844906,1,24,1,24,1,24.0,24.0,0.0
1885265,6,53,1,25,2,26.0,25.0,14.9
2079213,1,39,1,39,1,39.0,39.0,0.0
2539408,1,12,1,12,1,12.0,12.0,0.0
2456460,2,08,1,08,1,33.0,33.5,25.505
2832845,1,33,1,33,1,33.0,33.0,0.0
2677126,1,30,1,30,1,30.0,30.0,0.0
2488199,2,40,1,40,1,46.0,46.5,6.519
2843865,1,09,1,09,1,9.0,9.0,0.0
523349,2,39,1,39,1,38.0,38.5,0.707
S150045,1,04,1,04,1,4.0,4.0,0.0
2850005,1,28,1,28,1,28.0,28.0,0.0
2794854,2,59,1,59,1,38.0,38.0,21.0
2834568,5,03,1,33,2,26.0,33,18.746
S141540,1,34,1,34,1,34.0,34.0,0.0
2570959,5,11,1,11,1,21.0,13,12.017
2617578,3,46,1,46,1,40.0,46,17.214
2727313,1,36,1,36,1,36.0,36.0,0.0
2301264,1,34,1,34,1,34.0,34.0,0.0
2823948,6,11,1,11,1,37.0,39.5,16.643
1635505,2,39,2,39,2,39.0,39.0,0.0
S155357,1,11,1,11,1,11.0,11.0,0.0
2766675,9,24,1,27,2,37.0,34,10.203
S279903,1,41,1,41,1,41.0,41.0,0.0
2767962,1,42,1,42,1,42.0,42.0,0.0
S136482,1,57,1,57,1,57.0,57.0,0.0
S141617,1,54,1,54,1,54.0,54.0,0.0
2851927,6,46,1,45,2,51.0,51.5,6.403
2009352,1,50,1,50,1,50.0,50.0,0.0
2659176,1,16,1,16,1,16.0,16.0,0.0
1912930,1,10,1,10,1,10.0,10.0,0.0
S139108,1,48,1,48,1,48.0,48.0,0.0
2640642,1,53,1,53,1,53.0,53.0,0.0
2848929,4,28,1,28,1,27.0,28.5,4.183
1441637,1,27,1,27,1,27.0,27.0,0.0
2850526,20,13,1,48,3,32.0,37.0,18.024
2474875,1,27,1,27,1,27.0,27.0,0.0
2685631,1,57,1,57,1,57.0,57.0,0.0
2572694,3,38,1,38,1,51.0,58,9.695
2841660,2,19,1,19,1,18.0,18.5,0.707
2795335,1,15,1,15,1,15.0,15.0,0.0
2617854,1,42,1,42,1,42.0,42.0,0.0
2155377,4,46,1,46,1,43.0,44.0,4.873
2819063,1,34,1,34,1,34.0,34.0,0.0
S157127,1,46,1,46,1,46.0,46.0,0.0
2736841,3,24,1,24,1,42.0,47,13.832
S177771,1,02,1,02,1,2.0,2.0,0.0
2777148,1,21,1,21,1,21.0,21.0,0.0
2821778,1,39,1,39,1,39.0,39.0,0.0
S158568,3,24,1,24,1,37.0,39,10.279
1459198,2,36,1,36,1,35.0,35.5,0.707
2851186,8,23,1,02,2,29.0,35.0,18.252
2350901,1,56,1,56,1,56.0,56.0,0.0
1864619,3,19,1,19,1,18.0,18,0.816
2801021,1,22,1,22,1,22.0,22.0,0.0
2407896,2,25,2,25,2,25.0,25.0,0.0
2783838,3,10,3,10,3,10.0,10,0.0
2343399,6,05,1,05,1,34.0,37.0,14.669
2474978,1,45,1,45,1,45.0,45.0,0.0
2762829,3,09,1,09,1,26.0,28,13.928
1071663,1,24,1,24,1,24.0,24.0,0.0
2791944,1,26,1,26,1,26.0,26.0,0.0
S159723,1,53,1,53,1,53.0,53.0,0.0
2805513,1,20,1,20,1,20.0,20.0,0.0
S180968,1,44,1,44,1,44.0,44.0,0.0
2849050,3,06,1,46,2,32.0,46,18.868
1862479,3,57,1,57,1,31.0,22,18.376
1967551,1,20,1,20,1,20.0,20.0,0.0
2836779,1,38,1,38,1,38.0,38.0,0.0
2751611,1,00,1,00,1,0.0,0.0,0.0
1843415,1,27,1,27,1,27.0,27.0,0.0
2774648,2,27,1,27,1,27.0,27.5,0.707
2716664,1,46,1,46,1,46.0,46.0,0.0
2603443,3,18,1,18,1,38.0,38,16.743
2826340,1,12,1,12,1,12.0,12.0,0.0
2850624,1,32,1,32,1,32.0,32.0,0.0
2786358,1,58,1,58,1,58.0,58.0,0.0
2808065,1,26,1,26,1,26.0,26.0,0.0
2020084,2,25,1,25,1,27.0,27.0,2.0
2103077,6,00,1,44,2,32.0,44.0,21.178
738564,1,35,1,35,1,35.0,35.0,0.0
2803321,1,09,1,09,1,9.0,9.0,0.0
S148356,3,38,1,38,1,47.0,51,6.658
2851310,1,17,1,17,1,17.0,17.0,0.0
2809870,8,55,1,54,4,47.0,54.0,13.024
2534013,2,39,2,39,2,39.0,39.0,0.0
2750055,2,39,1,39,1,46.0,46.0,7.0
S155078,1,38,1,38,1,38.0,38.0,0.0
1768229,1,13,1,13,1,13.0,13.0,0.0
2793607,7,01,1,01,1,30.0,41,17.304
2746528,5,46,1,46,1,31.0,32,10.305
2822749,2,12,2,12,2,12.0,12.0,0.0
2554006,1,28,1,28,1,28.0,28.0,0.0
1868806,2,17,1,17,1,35.0,35.0,18.0
S158104,1,46,1,46,1,46.0,46.0,0.0
2609541,1,49,1,49,1,49.0,49.0,0.0
1313770,1,16,1,16,1,16.0,16.0,0.0
2321581,1,58,1,58,1,58.0,58.0,0.0
1074161,1,01,1,01,1,1.0,1.0,0.0
2803429,3,33,1,33,1,26.0,33,14.213
2727538,2,22,1,22,1,22.0,22.5,0.707
2834721,1,24,1,24,1,24.0,24.0,0.0
2798252,1,43,1,43,1,43.0,43.0,0.0
2839719,1,09,1,09,1,9.0,9.0,0.0
2731506,2,19,1,19,1,35.0,35.0,16.0
2754904,2,18,1,18,1,12.0,12.0,6.0
S156060,1,40,1,40,1,40.0,40.0,0.0
2393796,1,08,1,08,1,8.0,8.0,0.0
2655868,4,03,1,03,1,21.0,23.5,11.587
2768546,4,12,1,35,2,21.0,23.5,13.5
2696790,3,39,1,39,1,46.0,42,8.347
2777344,1,26,1,26,1,26.0,26.0,0.0
2752523,3,38,1,38,1,39.0,38,2.646
S139936,1,28,1,28,1,28.0,28.0,0.0
2377256,1,26,1,26,1,26.0,26.0,0.0
2475452,1,38,1,38,1,38.0,38.0,0.0
S143489,1,47,1,47,1,47.0,47.0,0.0
2683151,1,00,1,00,1,0.0,0.0,0.0
2054591,1,09,1,09,1,9.0,9.0,0.0
2261794,1,49,1,49,1,49.0,49.0,0.0
2845312,1,01,1,01,1,1.0,1.0,0.0
1480062,1,46,1,46,1,46.0,46.0,0.0
2083273,1,27,1,27,1,27.0,27.0,0.0
2845192,2,55,1,55,1,43.0,43.0,12.0
2841949,2,21,2,21,2,21.0,21.0,0.0
1461685,1,34,1,34,1,34.0,34.0,0.0
2476715,2,18,1,18,1,29.0,29.5,11.511
2776917,3,26,1,26,1,23.0,26,17.253
2791191,1,44,1,44,1,44.0,44.0,0.0
2831464,1,22,1,22,1,22.0,22.0,0.0
707004,2,27,2,27,2,27.0,27.0,0.0
1838355,1,29,1,29,1,29.0,29.0,0.0
2400024,1,25,1,25,1,25.0,25.0,0.0
845181,1,40,1,40,1,40.0,40.0,0.0
2798321,1,18,1,18,1,18.0,18.0,0.0
2782123,4,26,1,27,2,23.0,26.5,5.123
1757670,1,00,1,00,1,0.0,0.0,0.0
S144388,1,32,1,32,1,32.0,32.0,0.0
2768620,1,28,1,28,1,28.0,28.0,0.0
2754260,1,11,1,11,1,11.0,11.0,0.0
1925101,1,17,1,17,1,17.0,17.0,0.0
2436280,1,01,1,01,1,1.0,1.0,0.0
2581982,2,02,1,02,1,26.0,26.0,24.0
2320593,1,19,1,19,1,19.0,19.0,0.0
S141062,1,33,1,33,1,33.0,33.0,0.0
2764957,2,55,1,55,1,38.0,38.0,17.0
2830758,1,49,1,49,1,49.0,49.0,0.0
1920100,1,32,1,32,1,32.0,32.0,0.0
2717456,1,37,1,37,1,37.0,37.0,0.0
2786858,1,30,1,30,1,30.0,30.0,0.0
2522921,3,37,1,38,2,37.0,38,0.816
2844470,1,48,1,48,1,48.0,48.0,0.0
2138042,2,19,1,19,1,24.0,24.0,5.0
2787351,1,59,1,59,1,59.0,59.0,0.0
1849757,1,32,1,32,1,32.0,32.0,0.0
2700410,1,48,1,48,1,48.0,48.0,0.0
2843053,1,58,1,58,1,58.0,58.0,0.0
S163852,1,23,1,23,1,23.0,23.0,0.0
2175663,1,15,1,15,1,15.0,15.0,0.0
S136585,3,55,1,55,1,42.0,38,8.832
2851404,1,22,1,22,1,22.0,22.0,0.0
2795666,1,30,1,30,1,30.0,30.0,0.0
S164025,2,47,1,47,1,44.0,44.5,2.55
882339,1,58,1,58,1,58.0,58.0,0.0
S144462,1,42,1,42,1,42.0,42.0,0.0
2601965,1,40,1,40,1,40.0,40.0,0.0
2437607,1,17,1,17,1,17.0,17.0,0.0
2743956,1,44,1,44,1,44.0,44.0,0.0
2767160,2,06,1,06,1,11.0,11.0,5.0
2785350,3,24,1,24,1,16.0,19,7.594
2851810,3,30,1,39,2,36.0,39,4.243
2188235,1,51,1,51,1,51.0,51.0,0.0
S155501,1,15,1,15,1,15.0,15.0,0.0
686557,1,49,1,49,1,49.0,49.0,0.0
2746004,6,31,1,32,2,32.0,31.5,6.055
2664027,1,30,1,30,1,30.0,30.0,0.0
2669159,6,15,1,15,1,28.0,26.0,11.358
2842103,10,39,1,20,2,32.0,32.5,16.745
1883642,1,43,1,43,1,43.0,43.0,0.0
1042264,1,23,1,23,1,23.0,23.0,0.0
1692668,1,09,1,09,1,9.0,9.0,0.0
2731281,1,14,1,14,1,14.0,14.0,0.0
S138176,3,32,1,58,2,49.0,58,12.261
660520,1,25,1,25,1,25.0,25.0,0.0
2806246,1,47,1,47,1,47.0,47.0,0.0
S151791,1,05,1,05,1,5.0,5.0,0.0
2847289,9,26,1,26,1,32.0,32,19.151
2806749,1,33,1,33,1,33.0,33.0,0.0
S147272,1,30,1,30,1,30.0,30.0,0.0
2066678,11,00,1,24,2,31.0,38,13.761
2836868,4,44,1,40,2,37.0,40.0,6.461
2794625,1,29,1,29,1,29.0,29.0,0.0
2818884,2,03,1,03,1,23.0,23.0,20.0
2810045,1,20,1,20,1,20.0,20.0,0.0
S138213,1,54,1,54,1,54.0,54.0,0.0
2837264,1,01,1,01,1,1.0,1.0,0.0
2851789,2,24,1,24,1,14.0,14.5,9.513
2061679,40,35,1,33,4,30.0,33.0,17.83
2851594,1,20,1,20,1,20.0,20.0,0.0
2801471,3,55,1,55,1,33.0,25,15.46
2466789,1,41,1,41,1,41.0,41.0,0.0
2053347,1,49,1,49,1,49.0,49.0,0.0
2527242,2,11,1,11,1,22.0,22.5,11.511
2844274,4,21,1,48,2,41.0,48.0,11.853
1660715,1,16,1,16,1,16.0,16.0,0.0
S169824,1,39,1,39,1,39.0,39.0,0.0
908987,1,30,1,30,1,30.0,30.0,0.0
1939831,2,36,1,36,1,38.0,38.0,2.0
879899,1,54,1,54,1,54.0,54.0,0.0
2769291,1,09,1,09,1,9.0,9.0,0.0
S248824,1,16,1,16,1,16.0,16.0,0.0
2307087,1,35,1,35,1,35.0,35.0,0.0
2606575,1,09,1,09,1,9.0,9.0,0.0
2846685,2,42,1,42,1,29.0,29.5,12.51
2039116,2,54,2,54,2,54.0,54.0,0.0
S209586,1,12,1,12,1,12.0,12.0,0.0
2824843,2,22,1,22,1,22.0,22.5,0.707
2849245,3,24,1,24,1,40.0,43,12.78
S136619,3,03,1,03,1,20.0,22,13.928
1933665,1,52,1,52,1,52.0,52.0,0.0
2839738,1,14,1,14,1,14.0,14.0,0.0
1619929,1,57,1,57,1,57.0,57.0,0.0
2555611,2,01,2,01,2,1.0,1.0,0.0
2851454,11,24,1,24,1,26.0,24,15.377
2764829,1,52,1,52,1,52.0,52.0,0.0
S136387,1,51,1,51,1,51.0,51.0,0.0
2843689,1,53,1,53,1,53.0,53.0,0.0
S136370,4,55,1,55,1,41.0,45.0,14.637
2102764,1,22,1,22,1,22.0,22.0,0.0
2847888,1,29,1,29,1,29.0,29.0,0.0
2694338,2,07,1,07,1,14.0,14.0,7.0
2830109,1,13,1,13,1,13.0,13.0,0.0
S153481,1,55,1,55,1,55.0,55.0,0.0
S164000,1,56,1,56,1,56.0,56.0,0.0
2805735,3,06,1,06,1,26.0,22,18.628
S149158,1,02,1,02,1,2.0,2.0,0.0
2666523,2,51,1,51,1,52.0,52.0,1.0
1715489,2,49,2,49,2,49.0,49.0,0.0
2819261,1,31,1,31,1,31.0,31.0,0.0
2843867,1,06,1,06,1,6.0,6.0,0.0
499940,1,37,1,37,1,37.0,37.0,0.0
2747507,5,53,1,13,2,20.0,13,16.217
2851472,2,18,1,18,1,15.0,15.0,3.0
2802144,1,06,1,06,1,6.0,6.0,0.0
2019398,1,11,1,11,1,11.0,11.0,0.0
2714274,2,20,2,20,2,20.0,20.0,0.0
2733382,2,19,2,19,2,19.0,19.0,0.0
2841895,1,58,1,58,1,58.0,58.0,0.0
2847864,1,27,1,27,1,27.0,27.0,0.0
2841490,1,31,1,31,1,31.0,31.0,0.0
2666505,1,29,1,29,1,29.0,29.0,0.0
2790355,5,13,1,13,1,11.0,05,12.759
1864421,6,39,1,39,1,31.0,38.0,16.047
2607997,2,55,1,55,1,47.0,47.5,7.517
2320335,1,19,1,19,1,19.0,19.0,0.0
1204194,1,37,1,37,1,37.0,37.0,0.0
2831478,13,12,1,51,3,41.0,47,13.868
2825611,7,19,1,20,3,20.0,20,8.367
2845195,1,44,1,44,1,44.0,44.0,0.0
1794959,1,17,1,17,1,17.0,17.0,0.0
2772620,13,24,1,24,1,37.0,42,15.38
2777593,1,15,1,15,1,15.0,15.0,0.0
1905250,1,30,1,30,1,30.0,30.0,0.0
880217,1,20,1,20,1,20.0,20.0,0.0
2843858,1,50,1,50,1,50.0,50.0,0.0
2843732,2,18,1,18,1,28.0,28.0,10.0
2091434,10,51,1,51,1,42.0,48.5,13.968
2848569,1,17,1,17,1,17.0,17.0,0.0
2774744,1,05,1,05,1,5.0,5.0,0.0
S193209,1,01,1,01,1,1.0,1.0,0.0
S211187,1,57,1,57,1,57.0,57.0,0.0
S160751,1,32,1,32,1,32.0,32.0,0.0
2731014,1,50,1,50,1,50.0,50.0,0.0
2748551,1,20,1,20,1,20.0,20.0,0.0
1117951,1,51,1,51,1,51.0,51.0,0.0
2689394,1,13,1,13,1,13.0,13.0,0.0
2845912,10,02,1,17,2,15.0,14.5,12.542
2756574,1,16,1,16,1,16.0,16.0,0.0
2342491,1,28,1,28,1,28.0,28.0,0.0
2748074,1,27,1,27,1,27.0,27.0,0.0
S189396,1,58,1,58,1,58.0,58.0,0.0
2663147,1,15,1,15,1,15.0,15.0,0.0
2849778,1,28,1,28,1,28.0,28.0,0.0
2595529,1,55,1,55,1,55.0,55.0,0.0
2546159,1,21,1,21,1,21.0,21.0,0.0
S139037,1,41,1,41,1,41.0,41.0,0.0
1817144,1,36,1,36,1,36.0,36.0,0.0
1799398,1,14,1,14,1,14.0,14.0,0.0
2565239,1,53,1,53,1,53.0,53.0,0.0
2789939,1,27,1,27,1,27.0,27.0,0.0
2627559,1,25,1,25,1,25.0,25.0,0.0
2830402,8,26,1,26,1,30.0,33.5,17.284
2562087,1,18,1,18,1,18.0,18.0,0.0
S243155,1,50,1,50,1,50.0,50.0,0.0
2823316,3,30,1,31,2,30.0,31,0.816
S199506,1,10,1,10,1,10.0,10.0,0.0
2786877,1,23,1,23,1,23.0,23.0,0.0
907087,1,15,1,15,1,15.0,15.0,0.0
2850651,1,23,1,23,1,23.0,23.0,0.0
S267423,1,44,1,44,1,44.0,44.0,0.0
2842549,5,46,1,46,1,44.0,46,10.714
1984086,1,41,1,41,1,41.0,41.0,0.0
1078900,1,19,1,19,1,19.0,19.0,0.0
2759374,1,24,1,24,1,24.0,24.0,0.0
S151513,4,03,1,41,2,30.0,39.5,16.086
2801262,1,04,1,04,1,4.0,4.0,0.0
2435466,1,18,1,18,1,18.0,18.0,0.0
2740114,2,12,1,12,1,27.0,27.0,15.0
2720378,1,45,1,45,1,45.0,45.0,0.0
2847806,1,34,1,34,1,34.0,34.0,0.0
2736311,2,18,1,18,1,24.0,24.5,6.519
2321706,1,34,1,34,1,34.0,34.0,0.0
2326813,1,51,1,51,1,51.0,51.0,0.0
558720,1,29,1,29,1,29.0,29.0,0.0
S136475,1,05,1,05,1,5.0,5.0,0.0
2788501,1,14,1,14,1,14.0,14.0,0.0
S136634,2,47,1,47,1,27.0,27.0,20.0
S172330,1,07,1,07,1,7.0,7.0,0.0
2012297,1,12,1,12,1,12.0,12.0,0.0
2749973,4,28,1,48,2,43.0,48.0,8.818
2026616,1,22,1,22,1,22.0,22.0,0.0
2527435,1,11,1,11,1,11.0,11.0,0.0
1810353,1,22,1,22,1,22.0,22.0,0.0
2702393,1,47,1,47,1,47.0,47.0,0.0
2032547,3,58,3,58,3,58.0,58,0.0
1392929,1,08,1,08,1,8.0,8.0,0.0
2848926,7,39,1,39,1,37.0,38,6.866
S136803,1,30,1,30,1,30.0,30.0,0.0
1304419,2,48,1,48,1,48.0,48.5,0.707
2662928,1,52,1,52,1,52.0,52.0,0.0
2424853,2,47,2,47,2,47.0,47.0,0.0
2603511,16,39,1,31,2,33.0,31.5,17.077
2840032,4,33,1,33,1,22.0,20.5,15.596
1640665,1,23,1,23,1,23.0,23.0,0.0
1837422,1,26,1,26,1,26.0,26.0,0.0
2845349,1,13,1,13,1,13.0,13.0,0.0
2850717,1,42,1,42,1,42.0,42.0,0.0
2642962,1,49,1,49,1,49.0,49.0,0.0
S177061,1,40,1,40,1,40.0,40.0,0.0
2849786,4,54,1,54,1,43.0,46.0,10.747
2849571,1,47,1,47,1,47.0,47.0,0.0
2803060,1,00,1,00,1,0.0,0.0,0.0
2731070,1,33,1,33,1,33.0,33.0,0.0
S142792,1,57,1,57,1,57.0,57.0,0.0
2844397,2,48,1,48,1,35.0,35.5,12.51
2757580,1,23,1,23,1,23.0,23.0,0.0
2768179,7,10,1,33,2,23.0,33,12.784
2687596,1,44,1,44,1,44.0,44.0,0.0
2834418,4,55,1,55,1,25.0,21.5,19.912
S138657,11,11,1,11,1,27.0,22,16.468
2752574,1,17,1,17,1,17.0,17.0,0.0
2518820,3,18,1,18,1,23.0,18,9.0
1937980,2,30,2,30,2,30.0,30.0,0.0
1116122,2,26,1,26,1,37.0,37.5,11.511
2834375,2,39,1,39,1,45.0,45.0,6.0
2834798,2,46,1,46,1,45.0,45.5,0.707
2637420,2,55,1,55,1,33.0,33.5,21.506
2794525,2,13,1,13,1,31.0,31.5,18.507
S224955,1,38,1,38,1,38.0,38.0,0.0
2759519,8,13,1,13,1,40.0,44.0,16.159
728576,1,00,1,00,1,0.0,0.0,0.0
2779550,1,48,1,48,1,48.0,48.0,0.0
S165777,1,13,1,13,1,13.0,13.0,0.0
2761822,2,20,1,20,1,21.0,21.5,1.581
2647880,2,59,1,59,1,58.0,58.5,0.707
2101440,1,51,1,51,1,51.0,51.0,0.0
2846562,13,11,1,11,1,32.0,37,19.855
S188593,1,37,1,37,1,37.0,37.0,0.0
802194,4,32,1,32,1,22.0,22.0,7.314
2659768,1,03,1,03,1,3.0,3.0,0.0
1811063,1,50,1,50,1,50.0,50.0,0.0
2798327,1,06,1,06,1,6.0,6.0,0.0
S171469,2,25,1,25,1,24.0,24.0,1.0
2848704,1,33,1,33,1,33.0,33.0,0.0
2704665,1,15,1,15,1,15.0,15.0,0.0
S162636,1,55,1,55,1,55.0,55.0,0.0
2750222,1,59,1,59,1,59.0,59.0,0.0
2780415,1,59,1,59,1,59.0,59.0,0.0
2823460,114,42,1,38,7,31.0,34.0,15.205
2770634,2,52,1,52,1,50.0,50.5,1.581
2762984,4,24,1,25,3,24.0,25.0,0.866
2258598,2,30,1,30,1,36.0,36.5,6.519
2095279,10,15,1,38,2,31.0,36.5,17.283
2680455,1,31,1,31,1,31.0,31.0,0.0
2829039,1,11,1,11,1,11.0,11.0,0.0
2461641,1,38,1,38,1,38.0,38.0,0.0
2739571,1,20,1,20,1,20.0,20.0,0.0
2739524,7,25,1,25,1,27.0,25,9.095
S244208,1,24,1,24,1,24.0,24.0,0.0
2078444,2,30,1,30,1,23.0,23.0,7.0
1836882,1,25,1,25,1,25.0,25.0,0.0
1939689,2,49,2,49,2,49.0,49.0,0.0
2250324,2,02,1,02,1,4.0,4.0,2.0
2764660,1,56,1,56,1,56.0,56.0,0.0
S136587,1,13,1,13,1,13.0,13.0,0.0
S162758,1,49,1,49,1,49.0,49.0,0.0
2697252,1,17,1,17,1,17.0,17.0,0.0
2601516,1,55,1,55,1,55.0,55.0,0.0
S141239,1,16,1,16,1,16.0,16.0,0.0
S148858,2,02,1,02,1,9.0,9.5,7.517
845169,3,33,1,33,1,35.0,34,2.646
2851029,12,10,1,49,2,25.0,22.0,18.43
S163032,1,42,1,42,1,42.0,42.0,0.0
2555123,1,02,1,02,1,2.0,2.0,0.0
1772877,6,33,1,43,2,33.0,38.0,14.48
2386560,1,06,1,06,1,6.0,6.0,0.0
2841787,2,57,1,57,1,56.0,56.5,0.707
2808812,1,51,1,51,1,51.0,51.0,0.0
2537188,50,09,1,17,4,30.0,29.5,16.086
2609784,2,37,1,37,1,21.0,21.0,16.0
2755248,1,37,1,37,1,37.0,37.0,0.0
S161321,1,09,1,09,1,9.0,9.0,0.0
2667057,1,09,1,09,1,9.0,9.0,0.0
1764623,1,13,1,13,1,13.0,13.0,0.0
2638479,2,21,1,21,1,22.0,22.0,1.0
S207877,1,07,1,07,1,7.0,7.0,0.0
2727715,1,45,1,45,1,45.0,45.0,0.0
2041811,2,03,2,03,2,3.0,3.0,0.0
2825423,1,23,1,23,1,23.0,23.0,0.0
2778463,1,24,1,24,1,24.0,24.0,0.0
2849665,5,02,1,26,2,23.0,26,10.696
2610710,1,02,1,02,1,2.0,2.0,0.0
1829559,1,33,1,33,1,33.0,33.0,0.0
2544804,1,56,1,56,1,56.0,56.0,0.0
2800886,2,42,1,42,1,42.0,42.5,0.707
1865345,1,34,1,34,1,34.0,34.0,0.0
2800151,1,32,1,32,1,32.0,32.0,0.0
2693075,1,48,1,48,1,48.0,48.0,0.0
395210,1,52,1,52,1,52.0,52.0,0.0
1435673,1,40,1,40,1,40.0,40.0,0.0
1887236,1,17,1,17,1,17.0,17.0,0.0
2839514,1,53,1,53,1,53.0,53.0,0.0
2829213,2,24,1,24,1,27.0,27.5,3.536
2843011,1,55,1,55,1,55.0,55.0,0.0
1969441,3,55,3,55,3,55.0,55,0.0
1457261,1,57,1,57,1,57.0,57.0,0.0
688413,1,43,1,43,1,43.0,43.0,0.0
2700200,1,37,1,37,1,37.0,37.0,0.0
S144120,1,44,1,44,1,44.0,44.0,0.0
1482965,1,05,1,05,1,5.0,5.0,0.0
S165599,1,08,1,08,1,8.0,8.0,0.0
2748140,1,59,1,59,1,59.0,59.0,0.0
2534694,3,53,1,53,1,51.0,52,2.16
2787888,2,12,2,12,2,12.0,12.0,0.0
2600339,1,03,1,03,1,3.0,3.0,0.0
2794331,2,36,1,36,1,26.0,26.5,9.513
S166480,1,57,1,57,1,57.0,57.0,0.0
2847507,3,45,1,46,2,45.0,46,0.816
2844276,2,19,1,19,1,30.0,30.5,11.511
1565917,1,36,1,36,1,36.0,36.0,0.0
1193042,1,09,1,09,1,9.0,9.0,0.0
2811679,3,47,1,49,2,48.0,49,1.0
2756767,1,08,1,08,1,8.0,8.0,0.0
2788455,1,17,1,17,1,17.0,17.0,0.0
2811753,2,21,1,21,1,21.0,21.5,0.707
2698025,1,50,1,50,1,50.0,50.0,0.0
